"","k","f","type"
"特質",18201,1,"特質"
"特優",18202,1,"特優"
"特點",18203,1,"特點"
"狹",18204,1,"狹"
"狹隘",18205,1,"狹隘"
"狼勒",18206,1,"狼勒"
"班主任",18207,1,"班主任"
"班車",18208,1,"班車"
"班制",18209,1,"班制"
"班版",18210,1,"班版"
"班會",18211,1,"班會"
"班導",18212,1,"班導"
"班導師",18213,1,"班導師"
"留任",18214,1,"留任"
"留守",18215,1,"留守"
"留守員",18216,1,"留守員"
"留言人",18217,1,"留言人"
"留言版",18218,1,"留言版"
"留到",18219,1,"留到"
"留底",18220,1,"留底"
"留待",18221,1,"留待"
"留真",18222,1,"留真"
"留置",18223,1,"留置"
"留學",18224,1,"留學"
"留戀",18225,1,"留戀"
"畜",18226,1,"畜"
"畜牲權",18227,1,"畜牲權"
"疼愛",18228,1,"疼愛"
"病友",18229,1,"病友"
"病床",18230,1,"病床"
"病阿",18231,1,"病阿"
"病毒式",18232,1,"病毒式"
"病重",18233,1,"病重"
"病畜",18234,1,"病畜"
"病假",18235,1,"病假"
"病患",18236,1,"病患"
"病逝",18237,1,"病逝"
"病裝",18238,1,"病裝"
"病嬌",18239,1,"病嬌"
"病歷",18240,1,"病歷"
"病變",18241,1,"病變"
"症",18242,1,"症"
"真口憐",18243,1,"真口憐"
"真不少",18244,1,"真不少"
"真切",18245,1,"真切"
"真冏",18246,1,"真冏"
"真知灼見",18247,1,"真知灼見"
"真空",18248,1,"真空"
"真神",18249,1,"真神"
"真意",18250,1,"真意"
"真義",18251,1,"真義"
"真實版",18252,1,"真實版"
"真實度",18253,1,"真實度"
"真實面",18254,1,"真實面"
"真實感",18255,1,"真實感"
"真槍實彈",18256,1,"真槍實彈"
"眨眼",18257,1,"眨眼"
"砲阿",18258,1,"砲阿"
"砲轟",18259,1,"砲轟"
"破天荒",18260,1,"破天荒"
"破功",18261,1,"破功"
"破皮",18262,1,"破皮"
"破百",18263,1,"破百"
"破星",18264,1,"破星"
"破洞",18265,1,"破洞"
"破音",18266,1,"破音"
"破案",18267,1,"破案"
"破梗",18268,1,"破梗"
"破滅",18269,1,"破滅"
"破碇",18270,1,"破碇"
"破碎",18271,1,"破碎"
"破綻",18272,1,"破綻"
"破壞神",18273,1,"破壞神"
"破壞掉",18274,1,"破壞掉"
"砸下",18275,1,"砸下"
"砸大",18276,1,"砸大"
"砸到",18277,1,"砸到"
"砸掉",18278,1,"砸掉"
"祕",18279,1,"祕"
"祕書",18280,1,"祕書"
"祕書長",18281,1,"祕書長"
"祕密",18282,1,"祕密"
"祕魯",18283,1,"祕魯"
"祖宗",18284,1,"祖宗"
"祖籍",18285,1,"祖籍"
"祝原",18286,1,"祝原"
"神<U+7ECF>",18287,1,"神<U+7ECF>"
"神不知",18288,1,"神不知"
"神化",18289,1,"神化"
"神乎其技",18290,1,"神乎其技"
"神民",18291,1,"神民"
"神曲",18292,1,"神曲"
"神行",18293,1,"神行"
"神明",18294,1,"神明"
"神勇",18295,1,"神勇"
"神威",18296,1,"神威"
"神祇",18297,1,"神祇"
"神級",18298,1,"神級"
"神情",18299,1,"神情"
"神推",18300,1,"神推"
"神清氣爽",18301,1,"神清氣爽"
"神速",18302,1,"神速"
"神棍",18303,1,"神棍"
"神準",18304,1,"神準"
"神聖性",18305,1,"神聖性"
"神漢",18306,1,"神漢"
"神漾",18307,1,"神漾"
"神算",18308,1,"神算"
"神精",18309,1,"神精"
"神器",18310,1,"神器"
"神龍",18311,1,"神龍"
"神蹟",18312,1,"神蹟"
"祠",18313,1,"祠"
"秘",18314,1,"秘"
"秘魯",18315,1,"秘魯"
"租用",18316,1,"租用"
"租界",18317,1,"租界"
"秦始皇",18318,1,"秦始皇"
"秦萎",18319,1,"秦萎"
"窄",18320,1,"窄"
"窄裙",18321,1,"窄裙"
"站友",18322,1,"站友"
"站史",18323,1,"站史"
"站好",18324,1,"站好"
"站到",18325,1,"站到"
"站長級",18326,1,"站長級"
"站長群",18327,1,"站長群"
"站起來",18328,1,"站起來"
"站壁",18329,1,"站壁"
"笑ㄟ",18330,1,"笑ㄟ"
"笑出來",18331,1,"笑出來"
"笑笑",18332,1,"笑笑"
"笑掉",18333,1,"笑掉"
"笑稱",18334,1,"笑稱"
"笑嘻嘻",18335,1,"笑嘻嘻"
"粉大",18336,1,"粉大"
"粉屍",18337,1,"粉屍"
"粉紅色",18338,1,"粉紅色"
"粉絲量",18339,1,"粉絲量"
"紋",18340,1,"紋"
"納利",18341,1,"納利"
"納豆",18342,1,"納豆"
"納粹",18343,1,"納粹"
"紐曼",18344,1,"紐曼"
"純正",18345,1,"純正"
"純美",18346,1,"純美"
"純推鏢哥",18347,1,"純推鏢哥"
"純虛",18348,1,"純虛"
"紙紮",18349,1,"紙紮"
"紙箱",18350,1,"紙箱"
"紙錢",18351,1,"紙錢"
"級任",18352,1,"級任"
"級數",18353,1,"級數"
"級糞王",18354,1,"級糞王"
"紛紛",18355,1,"紛紛"
"素",18356,1,"素"
"索命",18357,1,"索命"
"索爾",18358,1,"索爾"
"缺一不可",18359,1,"缺一不可"
"缺角",18360,1,"缺角"
"缺席",18361,1,"缺席"
"缺氧",18362,1,"缺氧"
"缺陷",18363,1,"缺陷"
"翁",18364,1,"翁"
"翁茲蔓",18365,1,"翁茲蔓"
"翅膀",18366,1,"翅膀"
"耗阿",18367,1,"耗阿"
"耽擱",18368,1,"耽擱"
"胸",18369,1,"胸"
"胸罩",18370,1,"胸罩"
"胺劑",18371,1,"胺劑"
"能源",18372,1,"能源"
"脈波",18373,1,"脈波"
"臭成",18374,1,"臭成"
"臭屁",18375,1,"臭屁"
"臭基",18376,1,"臭基"
"臭婊",18377,1,"臭婊"
"臭嘴",18378,1,"臭嘴"
"臭嘴人",18379,1,"臭嘴人"
"航",18380,1,"航"
"航子",18381,1,"航子"
"航空母艦",18382,1,"航空母艦"
"航線",18383,1,"航線"
"茗",18384,1,"茗"
"茫然",18385,1,"茫然"
"茲",18386,1,"茲"
"茶水",18387,1,"茶水"
"茶包",18388,1,"茶包"
"茶壺",18389,1,"茶壺"
"草弓剪",18390,1,"草弓剪"
"草草",18391,1,"草草"
"草率",18392,1,"草率"
"草莓兵",18393,1,"草莓兵"
"草莓族",18394,1,"草莓族"
"草帽團",18395,1,"草帽團"
"草圖",18396,1,"草圖"
"荒唐",18397,1,"荒唐"
"虔敬",18398,1,"虔敬"
"蚊帳",18399,1,"蚊帳"
"蚣惡",18400,1,"蚣惡"
"衰敗",18401,1,"衰敗"
"衰微",18402,1,"衰微"
"衰竭",18403,1,"衰竭"
"討人厭",18404,1,"討人厭"
"討回",18405,1,"討回"
"討取",18406,1,"討取"
"討拍哭哭",18407,1,"討拍哭哭"
"討喜",18408,1,"討喜"
"討論版",18409,1,"討論版"
"討論區",18410,1,"討論區"
"訐人",18411,1,"訐人"
"訓示",18412,1,"訓示"
"訓導處",18413,1,"訓導處"
"訕笑",18414,1,"訕笑"
"託",18415,1,"託"
"記下來",18416,1,"記下來"
"記不記得",18417,1,"記不記得"
"記事",18418,1,"記事"
"記取",18419,1,"記取"
"記者業",18420,1,"記者業"
"記者群",18421,1,"記者群"
"記記",18422,1,"記記"
"記敘文",18423,1,"記敘文"
"記憶猶新",18424,1,"記憶猶新"
"豈",18425,1,"豈"
"豈不",18426,1,"豈不"
"豈不是",18427,1,"豈不是"
"豈止",18428,1,"豈止"
"豈可",18429,1,"豈可"
"豈能",18430,1,"豈能"
"財哥",18431,1,"財哥"
"財務",18432,1,"財務"
"財產權",18433,1,"財產權"
"財路",18434,1,"財路"
"財閥",18435,1,"財閥"
"財權",18436,1,"財權"
"貢獻給",18437,1,"貢獻給"
"起火",18438,1,"起火"
"起司",18439,1,"起司"
"起因於",18440,1,"起因於"
"起坐",18441,1,"起坐"
"起初",18442,1,"起初"
"起居",18443,1,"起居"
"起放",18444,1,"起放"
"起阿",18445,1,"起阿"
"起原",18446,1,"起原"
"起家",18447,1,"起家"
"起貨",18448,1,"起貨"
"起源",18449,1,"起源"
"起跳",18450,1,"起跳"
"起疑心",18451,1,"起疑心"
"起摩",18452,1,"起摩"
"起頭",18453,1,"起頭"
"軒然大波",18454,1,"軒然大波"
"迴紋針",18455,1,"迴紋針"
"迷信",18456,1,"迷信"
"迷思",18457,1,"迷思"
"迷糊",18458,1,"迷糊"
"迷矇",18459,1,"迷矇"
"迸出",18460,1,"迸出"
"迺歌",18461,1,"迺歌"
"追平",18462,1,"追平"
"追打",18463,1,"追打"
"追回來",18464,1,"追回來"
"追原",18465,1,"追原"
"追根究底",18466,1,"追根究底"
"追根究柢",18467,1,"追根究柢"
"追訴權",18468,1,"追訴權"
"追弊",18469,1,"追弊"
"追趕",18470,1,"追趕"
"追線",18471,1,"追線"
"追隨",18472,1,"追隨"
"退光",18473,1,"退光"
"退位",18474,1,"退位"
"退役",18475,1,"退役"
"退保",18476,1,"退保"
"退場",18477,1,"退場"
"退路",18478,1,"退路"
"退膛",18479,1,"退膛"
"退黨",18480,1,"退黨"
"送人",18481,1,"送人"
"送交",18482,1,"送交"
"送命",18483,1,"送命"
"送往",18484,1,"送往"
"送達",18485,1,"送達"
"逃兵",18486,1,"逃兵"
"逃到",18487,1,"逃到"
"逃往",18488,1,"逃往"
"逃跑",18489,1,"逃跑"
"逃課",18490,1,"逃課"
"逃竄",18491,1,"逃竄"
"逆天",18492,1,"逆天"
"逆止閥",18493,1,"逆止閥"
"逆卡巴拉",18494,1,"逆卡巴拉"
"逆勢",18495,1,"逆勢"
"逆黨",18496,1,"逆黨"
"郝告莊",18497,1,"郝告莊"
"郝阿斌",18498,1,"郝阿斌"
"郝怎模",18499,1,"郝怎模"
"郝胖虎",18500,1,"郝胖虎"
"郝惠花",18501,1,"郝惠花"
"郝提告",18502,1,"郝提告"
"郝管",18503,1,"郝管"
"郝擋升",18504,1,"郝擋升"
"郝濃",18505,1,"郝濃"
"配上",18506,1,"配上"
"配方",18507,1,"配方"
"配存",18508,1,"配存"
"配有",18509,1,"配有"
"配角",18510,1,"配角"
"配服",18511,1,"配服"
"配阿",18512,1,"配阿"
"配音",18513,1,"配音"
"配起來",18514,1,"配起來"
"配晨",18515,1,"配晨"
"配備",18516,1,"配備"
"酐",18517,1,"酐"
"酒吧",18518,1,"酒吧"
"酒杯",18519,1,"酒杯"
"酒意",18520,1,"酒意"
"釘上",18521,1,"釘上"
"針阿",18522,1,"針阿"
"針勒",18523,1,"針勒"
"針筒",18524,1,"針筒"
"針逼",18525,1,"針逼"
"閃光圖",18526,1,"閃光圖"
"閃尿",18527,1,"閃尿"
"閃開",18528,1,"閃開"
"閃避",18529,1,"閃避"
"閃邊",18530,1,"閃邊"
"院宋",18531,1,"院宋"
"院校",18532,1,"院校"
"陣亡",18533,1,"陣亡"
"陣仗",18534,1,"陣仗"
"陣腳",18535,1,"陣腳"
"除以",18536,1,"除以"
"除外",18537,1,"除外"
"除此之外",18538,1,"除此之外"
"除臭",18539,1,"除臭"
"除掉",18540,1,"除掉"
"除罪",18541,1,"除罪"
"隻手遮天",18542,1,"隻手遮天"
"隻字",18543,1,"隻字"
"隻身",18544,1,"隻身"
"飢餓",18545,1,"飢餓"
"馬力",18546,1,"馬力"
"馬友友",18547,1,"馬友友"
"馬夫",18548,1,"馬夫"
"馬出包",18549,1,"馬出包"
"馬央丸",18550,1,"馬央丸"
"馬同",18551,1,"馬同"
"馬老",18552,1,"馬老"
"馬克",18553,1,"馬克"
"馬利",18554,1,"馬利"
"馬卵",18555,1,"馬卵"
"馬囧贏",18556,1,"馬囧贏"
"馬尾巴",18557,1,"馬尾巴"
"馬弟",18558,1,"馬弟"
"馬來",18559,1,"馬來"
"馬宗",18560,1,"馬宗"
"馬拉松",18561,1,"馬拉松"
"馬泥亞",18562,1,"馬泥亞"
"馬狗爛",18563,1,"馬狗爛"
"馬前卒",18564,1,"馬前卒"
"馬扁",18565,1,"馬扁"
"馬英",18566,1,"馬英"
"馬面",18567,1,"馬面"
"馬特勒",18568,1,"馬特勒"
"馬桶界",18569,1,"馬桶界"
"馬莉",18570,1,"馬莉"
"馬陸",18571,1,"馬陸"
"馬逼宮",18572,1,"馬逼宮"
"馬達",18573,1,"馬達"
"馬爾地夫",18574,1,"馬爾地夫"
"馬蹄",18575,1,"馬蹄"
"馬薛劉",18576,1,"馬薛劉"
"馬騎",18577,1,"馬騎"
"骨力",18578,1,"骨力"
"骨子",18579,1,"骨子"
"骨氣點",18580,1,"骨氣點"
"骨瘦如材",18581,1,"骨瘦如材"
"骨頭",18582,1,"骨頭"
"高丸",18583,1,"高丸"
"高不可攀",18584,1,"高不可攀"
"高中生",18585,1,"高中生"
"高升",18586,1,"高升"
"高手文",18587,1,"高手文"
"高台",18588,1,"高台"
"高台板",18589,1,"高台板"
"高吊",18590,1,"高吊"
"高考",18591,1,"高考"
"高材生",18592,1,"高材生"
"高到",18593,1,"高到"
"高呼",18594,1,"高呼"
"高林",18595,1,"高林"
"高治",18596,1,"高治"
"高起來",18597,1,"高起來"
"高高興興",18598,1,"高高興興"
"高唱",18599,1,"高唱"
"高強",18600,1,"高強"
"高掉",18601,1,"高掉"
"高深",18602,1,"高深"
"高速路",18603,1,"高速路"
"高就",18604,1,"高就"
"高等",18605,1,"高等"
"高雄人",18606,1,"高雄人"
"高雄港",18607,1,"高雄港"
"高溫",18608,1,"高溫"
"高裝檢",18609,1,"高裝檢"
"高過",18610,1,"高過"
"高僧",18611,1,"高僧"
"高嘉瑜",18612,1,"高嘉瑜"
"高調文",18613,1,"高調文"
"高縣",18614,1,"高縣"
"高壓",18615,1,"高壓"
"高點",18616,1,"高點"
"高職",18617,1,"高職"
"高額",18618,1,"高額"
"高麗菜",18619,1,"高麗菜"
"鬥死原",18620,1,"鬥死原"
"鬥爭力",18621,1,"鬥爭力"
"鬥臭歐弟",18622,1,"鬥臭歐弟"
"鬥翻",18623,1,"鬥翻"
"鬼子",18624,1,"鬼子"
"鬼才信",18625,1,"鬼才信"
"鬼月",18626,1,"鬼月"
"鬼住",18627,1,"鬼住"
"鬼話",18628,1,"鬼話"
"鬼壓身",18629,1,"鬼壓身"
"鬼隱",18630,1,"鬼隱"
"乾<U+762A>",18631,1,"乾<U+762A>"
"乾衣",18632,1,"乾衣"
"乾拎",18633,1,"乾拎"
"乾杯",18634,1,"乾杯"
"乾燥",18635,1,"乾燥"
"乾薪",18636,1,"乾薪"
"乾癟",18637,1,"乾癟"
"乾癮",18638,1,"乾癮"
"假人",18639,1,"假人"
"假支薪",18640,1,"假支薪"
"假先",18641,1,"假先"
"假食記",18642,1,"假食記"
"假單",18643,1,"假單"
"假期",18644,1,"假期"
"假想敵",18645,1,"假想敵"
"假潮男",18646,1,"假潮男"
"假髮",18647,1,"假髮"
"假藉",18648,1,"假藉"
"偉災",18649,1,"偉災"
"偏好",18650,1,"偏好"
"偏低",18651,1,"偏低"
"偏重",18652,1,"偏重"
"偏執",18653,1,"偏執"
"偏遠",18654,1,"偏遠"
"偏藍",18655,1,"偏藍"
"偏離",18656,1,"偏離"
"偕",18657,1,"偕"
"做作",18658,1,"做作"
"做完",18659,1,"做完"
"做案",18660,1,"做案"
"做起來",18661,1,"做起來"
"做假",18662,1,"做假"
"做做",18663,1,"做做"
"做得到",18664,1,"做得到"
"做夢人",18665,1,"做夢人"
"做夢文",18666,1,"做夢文"
"做夢法",18667,1,"做夢法"
"停拍",18668,1,"停拍"
"停板",18669,1,"停板"
"停訂",18670,1,"停訂"
"停停",18671,1,"停停"
"停播",18672,1,"停播"
"停機",18673,1,"停機"
"停薪",18674,1,"停薪"
"健忘",18675,1,"健忘"
"健保費",18676,1,"健保費"
"健檢",18677,1,"健檢"
"側",18678,1,"側"
"偵探汁",18679,1,"偵探汁"
"偵探隊",18680,1,"偵探隊"
"偵組",18681,1,"偵組"
"偶而",18682,1,"偶而"
"偶然",18683,1,"偶然"
"偶像劇",18684,1,"偶像劇"
"偷上",18685,1,"偷上"
"偷吃",18686,1,"偷吃"
"偷改推文數",18687,1,"偷改推文數"
"偷走",18688,1,"偷走"
"偷剪",18689,1,"偷剪"
"偷婊",18690,1,"偷婊"
"偷跑",18691,1,"偷跑"
"偷瓢",18692,1,"偷瓢"
"偷窺",18693,1,"偷窺"
"偷虧",18694,1,"偷虧"
"偷懶",18695,1,"偷懶"
"偷爆",18696,1,"偷爆"
"偷聽",18697,1,"偷聽"
"偽告",18698,1,"偽告"
"偽潮",18699,1,"偽潮"
"剪剪",18700,1,"剪剪"
"剪調",18701,1,"剪調"
"剪髮",18702,1,"剪髮"
"副刊",18703,1,"副刊"
"副本",18704,1,"副本"
"副位",18705,1,"副位"
"副作用",18706,1,"副作用"
"副局長",18707,1,"副局長"
"副官",18708,1,"副官"
"副修",18709,1,"副修"
"副院長",18710,1,"副院長"
"副理",18711,1,"副理"
"副產物",18712,1,"副產物"
"副經理",18713,1,"副經理"
"勒令",18714,1,"勒令"
"動力",18715,1,"動力"
"動土",18716,1,"動土"
"動工",18717,1,"動工"
"動不了",18718,1,"動不了"
"動手腳",18719,1,"動手腳"
"動向",18720,1,"動向"
"動到",18721,1,"動到"
"動保",18722,1,"動保"
"動怒",18723,1,"動怒"
"動畫片",18724,1,"動畫片"
"動筆",18725,1,"動筆"
"動亂",18726,1,"動亂"
"動蕩",18727,1,"動蕩"
"區別",18728,1,"區別"
"區段",18729,1,"區段"
"區隔",18730,1,"區隔"
"參予",18731,1,"參予"
"參考參考",18732,1,"參考參考"
"參軍",18733,1,"參軍"
"參軍長",18734,1,"參軍長"
"參戰",18735,1,"參戰"
"參選文",18736,1,"參選文"
"唬人",18737,1,"唬人"
"唬濫",18738,1,"唬濫"
"唬爛王",18739,1,"唬爛王"
"唬爛版",18740,1,"唬爛版"
"售出",18741,1,"售出"
"唱衰",18742,1,"唱衰"
"唸完",18743,1,"唸完"
"唸到",18744,1,"唸到"
"商店",18745,1,"商店"
"商城",18746,1,"商城"
"商業角",18747,1,"商業角"
"商業戰",18748,1,"商業戰"
"商管",18749,1,"商管"
"商鞅",18750,1,"商鞅"
"商機",18751,1,"商機"
"問世",18752,1,"問世"
"問好",18753,1,"問好"
"問到",18754,1,"問到"
"問政",18755,1,"問政"
"問候語",18756,1,"問候語"
"問訊",18757,1,"問訊"
"問起",18758,1,"問起"
"問號",18759,1,"問號"
"啞口無言",18760,1,"啞口無言"
"啞劇",18761,1,"啞劇"
"啟示",18762,1,"啟示"
"啟聰",18763,1,"啟聰"
"啥年金",18764,1,"啥年金"
"圈內",18765,1,"圈內"
"圈內人",18766,1,"圈內人"
"國大代表",18767,1,"國大代表"
"國內外",18768,1,"國內外"
"國片",18769,1,"國片"
"國代",18770,1,"國代"
"國民大會",18771,1,"國民大會"
"國民兵",18772,1,"國民兵"
"國民黨員",18773,1,"國民黨員"
"國有",18774,1,"國有"
"國別",18775,1,"國別"
"國防部長",18776,1,"國防部長"
"國協",18777,1,"國協"
"國音",18778,1,"國音"
"國娘大",18779,1,"國娘大"
"國宴",18780,1,"國宴"
"國家化",18781,1,"國家化"
"國族",18782,1,"國族"
"國貨",18783,1,"國貨"
"國廁顧聞",18784,1,"國廁顧聞"
"國稅",18785,1,"國稅"
"國策",18786,1,"國策"
"國華",18787,1,"國華"
"國罵",18788,1,"國罵"
"國賠",18789,1,"國賠"
"國曆",18790,1,"國曆"
"國簽",18791,1,"國簽"
"國寶",18792,1,"國寶"
"國黨媒",18793,1,"國黨媒"
"執行力",18794,1,"執行力"
"執行單",18795,1,"執行單"
"執事",18796,1,"執事"
"執扇",18797,1,"執扇"
"執勤",18798,1,"執勤"
"培",18799,1,"培"
"培育",18800,1,"培育"
"培訓",18801,1,"培訓"
"培基",18802,1,"培基"
"培養出來",18803,1,"培養出來"
"培養成",18804,1,"培養成"
"基",18805,1,"基"
"基女",18806,1,"基女"
"基市",18807,1,"基市"
"基本牌",18808,1,"基本牌"
"基本價",18809,1,"基本價"
"基掰",18810,1,"基掰"
"堂妹圖",18811,1,"堂妹圖"
"堂堂正正",18812,1,"堂堂正正"
"堅信",18813,1,"堅信"
"堅稱",18814,1,"堅稱"
"堆砌出",18815,1,"堆砌出"
"堵死",18816,1,"堵死"
"夠不夠",18817,1,"夠不夠"
"夠本",18818,1,"夠本"
"婉拒",18819,1,"婉拒"
"婉萍",18820,1,"婉萍"
"婊成",18821,1,"婊成"
"婊阿",18822,1,"婊阿"
"婊勒",18823,1,"婊勒"
"婚",18824,1,"婚"
"婚友社",18825,1,"婚友社"
"婚外情",18826,1,"婚外情"
"婚姻",18827,1,"婚姻"
"婦人",18828,1,"婦人"
"宿仇",18829,1,"宿仇"
"宿命",18830,1,"宿命"
"寄上",18831,1,"寄上"
"寄予",18832,1,"寄予"
"寄出去",18833,1,"寄出去"
"寄去",18834,1,"寄去"
"寄信",18835,1,"寄信"
"寄發",18836,1,"寄發"
"寅月辰日",18837,1,"寅月辰日"
"密夕",18838,1,"密夕"
"密切",18839,1,"密切"
"密函",18840,1,"密函"
"密宗",18841,1,"密宗"
"密案",18842,1,"密案"
"將軍令",18843,1,"將軍令"
"專尻",18844,1,"專尻"
"專有名詞",18845,1,"專有名詞"
"專攻",18846,1,"專攻"
"專注",18847,1,"專注"
"專版",18848,1,"專版"
"專政",18849,1,"專政"
"專訪",18850,1,"專訪"
"專業性",18851,1,"專業性"
"專業版",18852,1,"專業版"
"專業度",18853,1,"專業度"
"專業級",18854,1,"專業級"
"專業線",18855,1,"專業線"
"專賣",18856,1,"專賣"
"專櫃",18857,1,"專櫃"
"屠村",18858,1,"屠村"
"屠殺",18859,1,"屠殺"
"崇外",18860,1,"崇外"
"崖崖主",18861,1,"崖崖主"
"崩壞",18862,1,"崩壞"
"帳",18863,1,"帳"
"帳本",18864,1,"帳本"
"帳棚",18865,1,"帳棚"
"帶下來",18866,1,"帶下來"
"帶大",18867,1,"帶大"
"帶出去",18868,1,"帶出去"
"帶出來",18869,1,"帶出來"
"帶去",18870,1,"帶去"
"帶回去",18871,1,"帶回去"
"帶好",18872,1,"帶好"
"帶動",18873,1,"帶動"
"帶進來",18874,1,"帶進來"
"帶領",18875,1,"帶領"
"帶壞",18876,1,"帶壞"
"常見",18877,1,"常見"
"常態性",18878,1,"常態性"
"庶",18879,1,"庶"
"康乃爾",18880,1,"康乃爾"
"康乃馨",18881,1,"康乃馨"
"康康",18882,1,"康康"
"康復",18883,1,"康復"
"康樂",18884,1,"康樂"
"康樂隊",18885,1,"康樂隊"
"張力",18886,1,"張力"
"張文馨",18887,1,"張文馨"
"張伯倫",18888,1,"張伯倫"
"張居正",18889,1,"張居正"
"張明慧",18890,1,"張明慧"
"張爸勒",18891,1,"張爸勒"
"張物",18892,1,"張物"
"張花灌",18893,1,"張花灌"
"張珈柔",18894,1,"張珈柔"
"張瑞山",18895,1,"張瑞山"
"張德",18896,1,"張德"
"張曉菁",18897,1,"張曉菁"
"強人",18898,1,"強人"
"強成",18899,1,"強成"
"強姦罪",18900,1,"強姦罪"
"強迫症",18901,1,"強迫症"
"強效",18902,1,"強效"
"強衰",18903,1,"強衰"
"強硬",18904,1,"強硬"
"強逼",18905,1,"強逼"
"強暴犯稿",18906,1,"強暴犯稿"
"強爆",18907,1,"強爆"
"強權",18908,1,"強權"
"彩",18909,1,"彩"
"彩色",18910,1,"彩色"
"彩虹",18911,1,"彩虹"
"彩票",18912,1,"彩票"
"彪",18913,1,"彪"
"彬",18914,1,"彬"
"得寸進尺",18915,1,"得寸進尺"
"得不到",18916,1,"得不到"
"得不償失",18917,1,"得不償失"
"得主",18918,1,"得主"
"得多",18919,1,"得多"
"得來",18920,1,"得來"
"得逞",18921,1,"得逞"
"得勝",18922,1,"得勝"
"得體",18923,1,"得體"
"徘徊",18924,1,"徘徊"
"徙木立信",18925,1,"徙木立信"
"從小到大",18926,1,"從小到大"
"從前",18927,1,"從前"
"從嚴",18928,1,"從嚴"
"悉心",18929,1,"悉心"
"悠文",18930,1,"悠文"
